strategy,pa5_share_interval,n_records,fe_mean,fe_std,jitter_fe_std_mean,conv_fe_last_std_mean
PA1,,2,0.12438272383665952,0.0018942919270625372,0.00014252258498773408,0.0008990395602670463
PA2,,2,0.1225534903182354,0.0004176790405610101,0.00022412376562073858,0.00011378230795386989
