strategy,n_images,mean_fe,sd_fe,mean_dsc,sd_dsc,mean_iou,sd_iou,mean_psnr,sd_psnr,mean_ssim,sd_ssim,mean_time_sec,sd_time_sec,mean_convergence_iters,sd_convergence_iters
PA5,5,36.057800728323556,1.375756866666937,0.16143637920700374,0.04810160628720692,0.08856385864658933,0.028982548390197545,32.964956333143014,1.0643724766998741,0.8926580455414588,0.02092797390391947,1.6995223999023437,0.1732039879285905,39.2,1.5999999999999999
PA6,5,35.720274773748216,1.5813528454616992,0.16084729540467468,0.04404647210626917,0.08808946619226908,0.026399902028112553,32.09997702351593,0.33730941306129525,0.8808163234183457,0.02393375215741794,0.8125289916992188,0.15434176490020463,33.6,7.059745037889116
