strategy,share_interval,n_images,mean_fe,std_fe,worst_fe,best_fe
PA2,,100,0.04883680560635665,0.0030579704340498778,0.03522721170972376,0.05783280933829932
PA5,1,100,0.04869301681371934,0.0029859614967162476,0.035454263654942635,0.05783280933829932
PA4,,100,0.04866924248321627,0.0030717287901888117,0.03524664307191675,0.05783280933829932
PA1,,100,0.04853611162068924,0.002945374463900698,0.03526037569831836,0.05783280933829932
PA3,,100,0.048477753545034766,0.0029477387787543476,0.03545225633135425,0.05783280933829932
