image_name,strategy,seed,share_interval,fe_best
42049.jpg,PA1,1,,0.05783280933829932
42049.jpg,PA2,1,,0.05783280933829932
42049.jpg,PA3,1,,0.05783280933829932
42049.jpg,PA4,1,,0.05783280933829932
42049.jpg,PA5,1,1,0.05783280933829932
37073.jpg,PA2,1,,0.057088704434024924
37073.jpg,PA1,1,,0.05663283678240807
37073.jpg,PA3,1,,0.05663236947569516
37073.jpg,PA5,1,1,0.05663236947569516
37073.jpg,PA4,1,,0.05536762773171099
196073.jpg,PA5,1,1,0.05525824206145712
196073.jpg,PA2,1,,0.055250592092959405
196073.jpg,PA1,1,,0.055173127992954984
196073.jpg,PA3,1,,0.05506723158488634
108070.jpg,PA2,1,,0.054685320558389705
108070.jpg,PA4,1,,0.05464335907991191
196073.jpg,PA4,1,,0.05456879855215177
3096.jpg,PA5,1,1,0.054242353719135605
3096.jpg,PA4,1,,0.0541768107855212
3096.jpg,PA1,1,,0.05405617903541526
3096.jpg,PA2,1,,0.05402486577699439
3096.jpg,PA3,1,,0.05394091211245785
302008.jpg,PA3,1,,0.05386518700661374
302008.jpg,PA5,1,1,0.05383837076362451
285079.jpg,PA5,1,1,0.05383610889801304
302008.jpg,PA4,1,,0.05378370183788897
302008.jpg,PA1,1,,0.05371374753444417
302008.jpg,PA2,1,,0.05351034340686012
296007.jpg,PA4,1,,0.05348484263496203
296007.jpg,PA5,1,1,0.05346330746889389
296007.jpg,PA3,1,,0.05346242125272488
296007.jpg,PA1,1,,0.05345785518393606
296007.jpg,PA2,1,,0.053450900174387604
108005.jpg,PA4,1,,0.05317376146533259
108005.jpg,PA2,1,,0.0531160781555695
108082.jpg,PA2,1,,0.052677963564223405
108082.jpg,PA4,1,,0.05265347963702014
62096.jpg,PA3,1,,0.052586618671650244
189080.jpg,PA2,1,,0.05256323248707244
189080.jpg,PA3,1,,0.05256323248707244
189080.jpg,PA5,1,1,0.05256323248707244
189080.jpg,PA1,1,,0.05254301495462483
43074.jpg,PA2,1,,0.05252882411699835
43074.jpg,PA4,1,,0.05252882411699835
62096.jpg,PA5,1,1,0.0525223554642629
62096.jpg,PA4,1,,0.052481282470471104
62096.jpg,PA2,1,,0.05247248608180745
62096.jpg,PA1,1,,0.05213506054466666
126007.jpg,PA2,1,,0.052074509946161536
126007.jpg,PA4,1,,0.05206457214532092
126007.jpg,PA3,1,,0.052057398644993806
126007.jpg,PA1,1,,0.052040544259935734
126007.jpg,PA5,1,1,0.05203589373337813
385039.jpg,PA5,1,1,0.05188882272983668
45096.jpg,PA5,1,1,0.05174739081764176
45096.jpg,PA4,1,,0.05173953240834207
45096.jpg,PA2,1,,0.05173816885740054
45096.jpg,PA1,1,,0.05173693200104103
45096.jpg,PA3,1,,0.05170596772513298
58060.jpg,PA5,1,1,0.051676092757192656
42012.jpg,PA5,1,1,0.05156660929777741
42012.jpg,PA4,1,,0.051565920973809375
42012.jpg,PA3,1,,0.051565218228947246
42012.jpg,PA2,1,,0.05156452739890347
42012.jpg,PA1,1,,0.05156248353577611
14037.jpg,PA1,1,,0.051450872483164184
14037.jpg,PA5,1,1,0.05143426518346795
58060.jpg,PA3,1,,0.051327045957287695
197017.jpg,PA1,1,,0.05127337419729551
197017.jpg,PA3,1,,0.05127337419729551
197017.jpg,PA4,1,,0.05127337419729551
197017.jpg,PA5,1,1,0.05127337419729551
108082.jpg,PA5,1,1,0.05126908203430214
227092.jpg,PA2,1,,0.05120730315428978
14037.jpg,PA2,1,,0.05120155149997273
227092.jpg,PA3,1,,0.05119732255487822
227092.jpg,PA1,1,,0.05117752962217814
58060.jpg,PA4,1,,0.051174273758632996
227092.jpg,PA4,1,,0.05114730942347406
58060.jpg,PA1,1,,0.051104948913686526
189080.jpg,PA4,1,,0.051076185017703564
58060.jpg,PA2,1,,0.051059825739351465
108082.jpg,PA1,1,,0.051055876619548454
66053.jpg,PA2,1,,0.05096546490425309
66053.jpg,PA3,1,,0.05096546490425309
66053.jpg,PA4,1,,0.05096546490425309
66053.jpg,PA5,1,1,0.05096546490425309
300091.jpg,PA3,1,,0.05089540834800182
300091.jpg,PA4,1,,0.05087401789126431
300091.jpg,PA2,1,,0.050856218111783646
182053.jpg,PA4,1,,0.05083661672338832
182053.jpg,PA5,1,1,0.05082958713564481
182053.jpg,PA1,1,,0.05080898272343661
182053.jpg,PA2,1,,0.050718324719793866
361010.jpg,PA1,1,,0.05069314895026701
300091.jpg,PA1,1,,0.05068141741124764
361010.jpg,PA5,1,1,0.050632805006254646
108082.jpg,PA3,1,,0.05062499670509331
130026.jpg,PA2,1,,0.050583746589581785
55073.jpg,PA1,1,,0.05057162212434201
55073.jpg,PA3,1,,0.05057162212434201
55073.jpg,PA2,1,,0.05056672474310368
55073.jpg,PA5,1,1,0.05056672474310368
157055.jpg,PA1,1,,0.050551170612706045
157055.jpg,PA5,1,1,0.050551170612706045
130026.jpg,PA4,1,,0.05053484114190998
14037.jpg,PA3,1,,0.05050938813341276
55073.jpg,PA4,1,,0.050498569520870236
19021.jpg,PA2,1,,0.05049499386249699
19021.jpg,PA4,1,,0.05049499386249699
14037.jpg,PA4,1,,0.05046559970866377
285079.jpg,PA3,1,,0.05039831109846192
285079.jpg,PA2,1,,0.050368935548991585
300091.jpg,PA5,1,1,0.05032899206421362
361010.jpg,PA2,1,,0.05027349216402336
227092.jpg,PA5,1,1,0.05026630729994402
285079.jpg,PA1,1,,0.05026352684322125
285079.jpg,PA4,1,,0.050228055440992084
65033.jpg,PA4,1,,0.05017566497655044
89072.jpg,PA2,1,,0.050163228444200694
89072.jpg,PA4,1,,0.05015644728129978
361010.jpg,PA4,1,,0.05015374295726411
147091.jpg,PA3,1,,0.05013094464489891
65033.jpg,PA2,1,,0.05011477378133883
361010.jpg,PA3,1,,0.0500826079388263
89072.jpg,PA5,1,1,0.049995753394257506
