image_name,strategy,seed,thresholds,best_f,fe,dsc,iou,psnr,ssim,time_sec,convergence_iters
100007.jpg,PA5,42,"34,49,62,74,94,117,136,168,196,224",-35.32111299084388,35.32111299084388,0.21325366281817568,0.11935307121129102,31.113714414448033,0.8455967378141759,0.44053125381469727,20
100007.jpg,PA6,42,"37,57,98,113,130,155,174,192,212,231",-35.63416269656966,35.63416269656966,0.20940653105960477,0.11694811507579303,32.384156320242255,0.8695136789066652,0.22756505012512207,20
100039.jpg,PA5,42,"37,74,93,119,136,157,177,197,225,241",-35.369635032115546,35.369635032115546,0.1368864660055288,0.07347188644593627,31.587554161656804,0.9157758057094809,0.4494800567626953,20
100039.jpg,PA6,42,"32,52,74,96,118,147,173,189,204,222",-35.30980181546702,35.30980181546702,0.13775771671857137,0.07397411064892727,31.065580741122993,0.9129967156000003,0.23590564727783203,19
100099.jpg,PA5,42,"33,50,62,79,99,128,135,156,183,188",-31.289165604136976,31.289165604136976,0.12258711949784538,0.06529576992411856,31.97251506785596,0.8419736879714722,0.45183706283569336,20
100099.jpg,PA6,42,"22,42,66,81,101,125,145,166,180,194",-32.35917529321587,32.35917529321587,0.12488609063043658,0.06660186882855818,32.698882922406895,0.8527515382233665,0.21357131004333496,19
