image_name,strategy,seed,share_interval,fe_best
147091.jpg,PA3,42,,0.050195168971804344
148026.jpg,PA2,42,,0.050105346688973346
385039.jpg,PA1,42,,0.050091608391482315
89072.jpg,PA2,42,,0.049995753394257506
89072.jpg,PA4,42,,0.049995753394257506
89072.jpg,PA5,42,7,0.049995753394257506
89072.jpg,PA1,42,,0.04999235630017074
285079.jpg,PA2,42,,0.04995307893540328
147091.jpg,PA2,42,,0.04990549517200504
260058.jpg,PA1,42,,0.04988760176576901
260058.jpg,PA2,42,,0.04988760176576901
260058.jpg,PA4,42,,0.04988760176576901
223061.jpg,PA1,42,,0.049839743662045626
223061.jpg,PA2,42,,0.049839743662045626
223061.jpg,PA5,42,7,0.04983906772234752
148026.jpg,PA4,42,,0.04974626963820796
306005.jpg,PA5,42,7,0.04972147925193318
119082.jpg,PA4,42,,0.04966573143576003
148026.jpg,PA5,42,7,0.049662630437325675
41033.jpg,PA5,42,7,0.0496473422164231
385039.jpg,PA4,42,,0.049607245047310726
306005.jpg,PA1,42,,0.04956060086693895
306005.jpg,PA4,42,,0.04955640748857946
148089.jpg,PA1,42,,0.04955018258515986
86068.jpg,PA5,42,7,0.04954683858512629
86068.jpg,PA4,42,,0.04954281135894506
86068.jpg,PA1,42,,0.049538531547591094
86068.jpg,PA3,42,,0.049538531547591094
148026.jpg,PA1,42,,0.04953600100358167
86068.jpg,PA2,42,,0.04953516884673789
159008.jpg,PA1,42,,0.04951247049455562
385039.jpg,PA3,42,,0.049510905588849234
41033.jpg,PA3,42,,0.049493664903304514
223061.jpg,PA4,42,,0.04947113625791773
147091.jpg,PA4,42,,0.049470916345406415
148089.jpg,PA2,42,,0.04944209390943902
54082.jpg,PA2,42,,0.04943470609733147
54082.jpg,PA5,42,7,0.04943470609733147
54082.jpg,PA1,42,,0.04942980871609315
54082.jpg,PA4,42,,0.04942933391158172
220075.jpg,PA5,42,7,0.04942875988146585
306005.jpg,PA3,42,,0.04938319528405754
306005.jpg,PA2,42,,0.04935395253935187
148026.jpg,PA3,42,,0.04934174479407426
134035.jpg,PA1,42,,0.04932893289641383
134035.jpg,PA2,42,,0.04932893289641383
134035.jpg,PA4,42,,0.04932893289641383
134035.jpg,PA5,42,7,0.04932893289641383
54082.jpg,PA3,42,,0.04932154201047425
89072.jpg,PA3,42,,0.049292086501816726
86000.jpg,PA5,42,7,0.04927458291347957
86000.jpg,PA4,42,,0.049265470140099424
304074.jpg,PA2,42,,0.049258966385396216
143090.jpg,PA5,42,7,0.04925518594450134
147091.jpg,PA5,42,7,0.04922253755191802
41033.jpg,PA4,42,,0.04920431889276135
86000.jpg,PA1,42,,0.049199389769362147
86000.jpg,PA3,42,,0.049199389769362147
69020.jpg,PA5,42,7,0.04917804919758406
41033.jpg,PA2,42,,0.049168191113416485
69020.jpg,PA3,42,,0.04916484189422367
43074.jpg,PA3,42,,0.04914316394773292
69020.jpg,PA2,42,,0.04914209410732304
43074.jpg,PA5,42,7,0.04914116974182663
43074.jpg,PA1,42,,0.04914087761501541
43074.jpg,PA4,42,,0.04914040559245993
41033.jpg,PA1,42,,0.04914010079603363
69020.jpg,PA4,42,,0.04911105812980501
69020.jpg,PA1,42,,0.049105110979883106
216081.jpg,PA5,42,7,0.04908881094602201
38092.jpg,PA3,42,,0.04908096924615294
216081.jpg,PA3,42,,0.04903707570878406
119082.jpg,PA2,42,,0.049035626806191765
119082.jpg,PA3,42,,0.04902003368121294
8023.jpg,PA1,42,,0.04898017405759189
8023.jpg,PA3,42,,0.048975939759199776
296059.jpg,PA4,42,,0.048974715655503195
8023.jpg,PA5,42,7,0.048973681975916936
8023.jpg,PA2,42,,0.048972470738694596
8023.jpg,PA4,42,,0.048956959853595966
299086.jpg,PA4,42,,0.04895287914958161
299086.jpg,PA5,42,7,0.04894039797673591
86016.jpg,PA1,42,,0.048939253654906076
86016.jpg,PA4,42,,0.048939253654906076
86016.jpg,PA5,42,7,0.048939253654906076
299086.jpg,PA1,42,,0.04893031979821921
299086.jpg,PA3,42,,0.04890313543230799
108070.jpg,PA1,42,,0.04889698164015982
86000.jpg,PA2,42,,0.048885826765112814
210088.jpg,PA5,42,7,0.04885436289420031
108070.jpg,PA5,42,7,0.04885187214619001
19021.jpg,PA4,42,,0.04884032312788385
38092.jpg,PA2,42,,0.04884025142623111
38092.jpg,PA5,42,7,0.04884025142623111
210088.jpg,PA2,42,,0.048839325492591394
38092.jpg,PA1,42,,0.04883623291648355
19021.jpg,PA2,42,,0.04883394111703789
38092.jpg,PA4,42,,0.048833775849812855
119082.jpg,PA5,42,7,0.04882366315627687
19021.jpg,PA5,42,7,0.048818797767434585
210088.jpg,PA3,42,,0.04881801234661826
299086.jpg,PA2,42,,0.0488156208852178
19021.jpg,PA3,42,,0.04881089916794329
295087.jpg,PA5,42,7,0.048809387324712225
295087.jpg,PA3,42,,0.04880622678506522
108070.jpg,PA2,42,,0.04880587246246956
295087.jpg,PA1,42,,0.04880565989628533
295087.jpg,PA2,42,,0.048805100297393725
12084.jpg,PA3,42,,0.04880458273354506
12084.jpg,PA5,42,7,0.04880458273354506
219090.jpg,PA3,42,,0.048786172368984713
216081.jpg,PA1,42,,0.04876744596952895
210088.jpg,PA1,42,,0.04876130094634358
295087.jpg,PA4,42,,0.04875398734734523
253027.jpg,PA3,42,,0.04874214988142893
210088.jpg,PA4,42,,0.04872609083276307
253027.jpg,PA2,42,,0.0487232940219561
108070.jpg,PA4,42,,0.048721702546816556
12084.jpg,PA2,42,,0.0487143091016594
12084.jpg,PA4,42,,0.0487143091016594
12084.jpg,PA1,42,,0.04870257210530843
253027.jpg,PA1,42,,0.04868874539580888
253027.jpg,PA5,42,7,0.04868549105418461
271035.jpg,PA2,42,,0.04867366969893985
160068.jpg,PA5,42,7,0.04865407890841349
159008.jpg,PA4,42,,0.048651705300235534
160068.jpg,PA4,42,,0.04864209038864863
130026.jpg,PA1,42,,0.04864035240615822
160068.jpg,PA1,42,,0.048627309089127636
160068.jpg,PA3,42,,0.048621847717531794
159008.jpg,PA5,42,7,0.04861604227186903
145086.jpg,PA4,42,,0.04861409575435475
253027.jpg,PA4,42,,0.04861218159625127
78004.jpg,PA5,42,7,0.048588448883908744
271035.jpg,PA1,42,,0.0485736267329624
271035.jpg,PA4,42,,0.0485736267329624
271035.jpg,PA5,42,7,0.0485736267329624
296059.jpg,PA1,42,,0.04855989057103556
296059.jpg,PA2,42,,0.04855989057103556
296059.jpg,PA3,42,,0.04855989057103556
296059.jpg,PA5,42,7,0.04855989057103556
78004.jpg,PA2,42,,0.048559790708097676
42012.jpg,PA5,42,7,0.04854517594740006
145086.jpg,PA2,42,,0.04854216278979804
134035.jpg,PA3,42,,0.04853920365643736
216081.jpg,PA2,42,,0.04853700661389977
145086.jpg,PA3,42,,0.04853277874920851
108070.jpg,PA3,42,,0.04852655310322276
159008.jpg,PA3,42,,0.04851722924710645
219090.jpg,PA4,42,,0.048511048806796304
119082.jpg,PA1,42,,0.04849674548499785
130026.jpg,PA2,42,,0.04848638312968736
16077.jpg,PA4,42,,0.04848578148859555
16077.jpg,PA3,42,,0.04848358708202591
159008.jpg,PA2,42,,0.04847671901666399
16077.jpg,PA5,42,7,0.04847091976500915
130026.jpg,PA3,42,,0.048468215813104225
102061.jpg,PA5,42,7,0.04844586358679408
16077.jpg,PA1,42,,0.04843281306636789
130026.jpg,PA4,42,,0.04842597242785104
78004.jpg,PA3,42,,0.048425158447883074
145086.jpg,PA5,42,7,0.048424224939284805
219090.jpg,PA5,42,7,0.0484152001760365
