strategy,n_images,mean_fe,sd_fe,mean_dsc,sd_dsc,mean_iou,sd_iou,mean_psnr,sd_psnr,mean_ssim,sd_ssim,mean_time_sec,sd_time_sec,mean_convergence_iters,sd_convergence_iters
PA5,5,35.949210889547366,1.3391505985249181,0.16262865456538522,0.048873990292827754,0.08929608197386088,0.029496444327552503,32.91717163023194,1.0474248703788382,0.8919719060879236,0.02270028850220622,1.4143687725067138,0.056608230484797455,39.0,1.5491933384829668
PA6,5,35.720274773748216,1.5813528454616992,0.16084729540467468,0.04404647210626917,0.08808946619226908,0.026399902028112553,32.09997702351593,0.33730941306129525,0.8808163234183457,0.02393375215741794,0.6777708053588867,0.016827881725683357,33.6,7.059745037889116
